TermID,Name,Value,LogSize,Frequency,Uniqueness,Dispensability,PC_0,PC_1,Representative
GO:0006189,'de novo' IMP biosynthetic process,15,5.064420548,0.385800375,0.682975447,0.75487182,null,null,9435
GO:0006817,phosphate ion transport,15,4.955394274,0.300147895,0.926227048,0.78664658,null,null,15703
GO:0051262,protein tetramerization,15,4.104418821,0.04229904,0.94628134,0.59973508,null,null,44780
GO:0005992,trehalose biosynthetic process,14,4.292986667,0.06529958,0.849556454,0.91617217,null,null,5976
GO:0030259,lipid glycosylation,14,4.201642882,0.052912883,0.88737903,0.5481554,null,null,6694
GO:0034219,carbohydrate transmembrane transport,14,5.040950269,0.36550402,0.893830687,0.84752111,null,null,15774
GO:0045490,pectin catabolic process,14,4.412729273,0.086031664,0.822734774,0.52800674,null,null,19439
GO:0008295,spermidine biosynthetic process,14,4.179838928,0.050321788,0.814402639,0.8335441,null,null,30416
GO:0051276,chromosome organization,13,5.567878818,1.229768838,0.937993803,0.61503532,null,null,6310
GO:0006438,valyl-tRNA aminoacylation,13,4.128399269,0.044700543,0.715474842,0.73891594,null,null,6418
GO:0006783,heme biosynthetic process,13,5.048500068,0.37191357,0.768203176,0.95848649,null,null,6694
GO:0006751,glutathione catabolic process,13,4.247015291,0.058740351,0.896732026,0.85142402,null,null,6750
GO:0032324,molybdopterin cofactor biosynthetic process,13,4.81856897,0.219032326,0.747864873,0.997481,null,null,6777
GO:0009263,deoxyribonucleotide biosynthetic process,13,4.81429422,0.21688694,0.709535131,0.56522421,null,null,9435
GO:0019685,"photosynthesis, dark reaction",13,3.8309093,0.022531548,0.848031191,0.78600778,null,null,19684
GO:0044010,single-species biofilm formation,13,3.289588953,0.006476074,0.988455439,0.00711186,-4.690136388,1.134830032,null
GO:0044781,bacterial-type flagellum organization,13,4.786154922,0.203279534,0.941574516,0.76974507,null,null,44780
GO:0017148,negative regulation of translation,13,4.796074538,0.207976102,0.961103601,0.83279155,null,null,45892
GO:0051301,cell division,13,5.61902129,1.383458345,0.988056019,0.01166392,-5.215753992,-0.165503308,null
GO:0071973,bacterial-type flagellum-dependent cell motility,13,4.801005596,0.210350995,0.987180966,0.00952352,-2.309894416,2.143947107,null
GO:0006109,regulation of carbohydrate metabolic process,12,4.302179354,0.066696576,0.972871452,0.29996098,2.087945683,6.810985802,null
GO:0032784,regulation of DNA-templated transcription elongation,12,4.605875827,0.134218044,0.969520352,0.35970694,1.618870606,6.193050432,null
GO:0071705,nitrogen compound transport,12,6.156978993,4.774462995,0.91949731,0.44747813,-1.185483659,-6.400823906,null
GO:0009082,branched-chain amino acid biosynthetic process,11,5.080370307,0.400232673,0.738086639,0.67080255,null,null,6418
GO:0006526,arginine biosynthetic process,11,4.927180382,0.281268494,0.735730212,0.82123098,null,null,6537
GO:0006527,arginine catabolic process,11,4.053501002,0.037619104,0.753623435,0.57120273,null,null,6537
GO:0033014,tetrapyrrole biosynthetic process,11,5.370931084,0.781403004,0.758061053,0.94013119,null,null,6694
GO:0007018,microtubule-based movement,11,5.101681787,0.420362719,0.989315573,0.01021235,-3.958413857,3.347213936,null
GO:0009254,peptidoglycan turnover,11,4.149834697,0.046962346,0.852561061,0.10046126,6.242492005,4.922822448,null
GO:0006177,GMP biosynthetic process,11,4.414287958,0.086340999,0.715869736,0.7928626,null,null,9435
GO:0006555,methionine metabolic process,11,5.026872233,0.353845757,0.765160845,0.8914541,null,null,19346
GO:0034258,nicotinamide riboside transport,11,3.598243192,0.01318498,0.922516805,0.39519422,-0.327451145,-7.298848374,null
GO:0009399,nitrogen fixation,11,4.245167069,0.058490888,0.938315954,0.80819233,null,null,43419
GO:0046903,secretion,11,5.255294219,0.598739138,0.934205475,0.3250802,-1.422227846,-6.035206948,null
GO:0009584,detection of visible light,11,3.758911892,0.019088951,0.951104087,0.51464399,null,null,51607
GO:0006051,N-acetylmannosamine metabolic process,10,3.230959556,0.005657833,0.918682585,0.29468458,5.372159583,6.136509854,null
GO:0006259,DNA metabolic process,10,6.241746897,5.803533415,0.788020576,0.4571446,5.793491311,-3.432738372,null
GO:0006423,cysteinyl-tRNA aminoacylation,10,4.088667553,0.04079228,0.71717223,0.7334795,null,null,6418
GO:0016579,protein deubiquitination,10,4.938954802,0.288998538,0.832893343,0.50462254,null,null,6468
GO:0000041,transition metal ion transport,10,5.215748568,0.546627865,0.911237129,0.73151174,null,null,6812
GO:0006788,heme oxidation,10,3.717087725,0.017336054,0.794971004,0.89302763,null,null,15995
GO:0010038,response to metal ion,10,4.504593182,0.106298083,0.953648529,0.76744132,null,null,46688
GO:0006004,fucose metabolic process,9,4.346763599,0.073907735,0.825100898,0.74784621,null,null,5976
GO:0006012,galactose metabolic process,9,4.503763454,0.106095186,0.820614331,0.76886128,null,null,5976
GO:0009245,lipid A biosynthetic process,9,4.633367445,0.142989183,0.77634777,0.79285084,null,null,5976
GO:0046373,L-arabinose metabolic process,9,4.171667959,0.049383805,0.830724254,0.6835146,null,null,5976
GO:0006952,defense response,9,5.495515199,1.041021388,0.940814116,0.69210679,null,null,6310
GO:0006470,protein dephosphorylation,9,5.164537243,0.485825281,0.791599035,0.53559012,null,null,6468
GO:0006525,arginine metabolic process,9,5.015942057,0.345051335,0.773730826,0.66856685,null,null,6537
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,9,4.813020247,0.216251639,0.984245467,0.00954926,-4.452862723,-5.417408826,null
GO:0015689,molybdate ion transport,9,4.372525382,0.078424689,0.914575016,0.70616331,null,null,15703
GO:0006308,DNA catabolic process,9,4.426055582,0.088712566,0.76827193,0.76228833,null,null,19439
GO:0051156,glucose 6-phosphate metabolic process,9,4.843369837,0.231904646,0.84450796,0.43862141,5.383105091,5.044268922,null
GO:0006397,mRNA processing,8,5.491773378,1.032090592,0.782005124,0.54147586,null,null,6418
GO:0019290,siderophore biosynthetic process,8,4.040839595,0.036538095,0.801483423,0.89227042,null,null,6750
GO:0065003,protein-containing complex assembly,8,5.651102516,1.489523595,0.929574165,0.71432814,null,null,19346
GO:0051603,proteolysis involved in protein catabolic process,8,5.461991967,0.963687686,0.769167511,0.72976117,null,null,19439
GO:0015628,protein secretion by the type II secretion system,8,4.357420246,0.075743787,0.894436048,0.87723939,null,null,30255
GO:0019627,urea metabolic process,8,4.277677963,0.063037777,0.817480354,0.8339458,null,null,43419
GO:0006040,amino sugar metabolic process,7,4.910389588,0.270601432,0.898106236,0.37863683,5.601091625,5.966378027,null
GO:0006275,regulation of DNA replication,7,4.510973731,0.107871367,0.967921896,0.34540734,1.717919671,6.781573328,null
GO:0009098,leucine biosynthetic process,7,4.710134296,0.170636397,0.748555803,0.90562503,null,null,6418
GO:0070475,rRNA base methylation,7,4.588182037,0.128859567,0.754692885,0.7899412,null,null,6418
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,7,4.121920786,0.044038633,0.707115792,0.75401863,null,null,6694
GO:0045151,acetoin biosynthetic process,7,3.097951071,0.004164378,0.823482246,0.50131514,null,null,9712
GO:1902604,p-aminobenzoyl-glutamate transmembrane transport,7,3.30920418,0.00677543,0.904080156,0.72043064,null,null,15833
GO:0030153,bacteriocin immunity,7,3.144262774,0.00463337,0.938556475,0.62300551,null,null,30638
GO:0017186,"peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase",6,3.607776604,0.013477684,0.867465796,0.50234008,null,null,413
GO:0006282,regulation of DNA repair,6,4.35224042,0.074845718,0.961865369,0.86516786,null,null,6275
GO:0006303,double-strand break repair via nonhomologous end joining,6,4.106292912,0.04248198,0.810336075,0.45203948,1.264317374,1.312303386,null
GO:0006289,nucleotide-excision repair,6,4.878705585,0.251562374,0.784052878,0.73186107,null,null,6310
GO:0006414,translational elongation,6,5.139431974,0.458537295,0.747502626,0.56454341,null,null,6418
GO:0006426,glycyl-tRNA aminoacylation,6,4.223677616,0.05566696,0.711319686,0.75228689,null,null,6418
GO:0043043,peptide biosynthetic process,6,6.19475709,5.2083799,0.721725478,0.93122509,null,null,6418
GO:0008612,peptidyl-lysine modification to peptidyl-hypusine,6,3.799202656,0.02094496,0.827601521,0.68605796,null,null,6465
GO:0016540,protein autoprocessing,6,3.877313743,0.02507275,0.855594148,0.76413199,null,null,6465
GO:0045017,glycerolipid biosynthetic process,6,5.25550889,0.599035168,0.825455928,0.68599191,null,null,6694
GO:0006809,nitric oxide biosynthetic process,6,3.600864036,0.013264809,0.872510136,0.12836861,6.199750119,-5.849173876,null
GO:0009394,2'-deoxyribonucleotide metabolic process,6,4.646286068,0.147306565,0.741285729,0.92868926,null,null,9435
GO:0015700,arsenite transport,6,3.778729924,0.019980368,0.939203851,0.56148322,null,null,15703
GO:0015813,L-glutamate transmembrane transport,6,3.540704783,0.011548499,0.90105856,0.79382709,null,null,15833
GO:0035429,gluconate transmembrane transport,6,3.882182888,0.025355476,0.903460684,0.73470417,null,null,15833
GO:0009264,deoxyribonucleotide catabolic process,6,4.44770056,0.09324615,0.695209172,0.90461241,null,null,19439
GO:0051604,protein maturation,6,5.213639927,0.543980225,0.830303165,0.42782219,7.930257178,0.602965012,null
GO:0007186,G protein-coupled receptor signaling pathway,5,5.678597583,1.586874252,0.913487841,0.58860726,null,null,160
GO:0006007,glucose catabolic process,5,3.873262459,0.024839918,0.791758411,0.76940004,null,null,5976
GO:0042121,alginic acid biosynthetic process,5,3.818093869,0.021876291,0.760072151,0.63702724,null,null,5976
GO:0018193,peptidyl-amino acid modification,5,5.789214651,2.047197706,0.809706719,0.6452406,null,null,6468
GO:0009056,catabolic process,5,6.260468037,6.059177012,0.955756739,0.07243865,-5.396799029,-4.153909533,null
GO:0009094,L-phenylalanine biosynthetic process,5,4.067777359,0.0388764,0.750085699,0.48855353,4.637660667,-1.684098552,null
GO:0006886,intracellular protein transport,5,5.590368064,1.295128289,0.875173804,0.8687878,null,null,15833
GO:0015878,biotin transport,5,3.743979865,0.018443672,0.906419861,0.77079819,null,null,15833
GO:0030163,protein catabolic process,5,5.530300894,1.127834704,0.771295535,0.80571416,null,null,19439
GO:0031388,organic acid phosphorylation,5,3.736157375,0.01811438,0.838010922,0.40836104,3.532095805,2.263204551,null
GO:0042158,lipoprotein biosynthetic process,5,4.88111635,0.252962696,0.81180227,0.29938003,7.347355495,-0.667954066,null
GO:0006032,chitin catabolic process,5,4.254040258,0.059698291,0.787392957,0.88298673,null,null,46168
GO:0009395,phospholipid catabolic process,5,4.203223325,0.053105801,0.789213678,0.72950533,null,null,46168
GO:0006353,DNA-templated transcription termination,4,4.745090413,0.184938974,0.787488183,0.44330907,6.077089784,-3.62147544,null
GO:0016567,protein ubiquitination,4,5.395139353,0.82619668,0.823382755,0.81771069,null,null,6468
GO:0006541,glutamine metabolic process,4,5.263851387,0.610653517,0.763212372,0.80727482,null,null,6537
GO:0010024,phytochromobilin biosynthetic process,4,2.887054378,0.002561159,0.783270996,0.57151917,null,null,6537
GO:0006760,folic acid-containing compound metabolic process,4,5.103868689,0.422484822,0.825948371,0.94440402,null,null,6694
GO:0009396,folic acid-containing compound biosynthetic process,4,4.858133995,0.239924067,0.781060172,0.93635519,null,null,6694
GO:0098609,cell-cell adhesion,4,4.944546825,0.292743817,0.983943614,0.82175113,null,null,7156
GO:0006582,melanin metabolic process,4,3.802842113,0.021121248,0.850214252,0.86195059,null,null,9712
GO:0016192,vesicle-mediated transport,4,5.688750756,1.624410202,0.927874156,0.36840906,-1.667925149,-6.569968607,null
GO:0009767,photosynthetic electron transport chain,4,3.951337519,0.029732729,0.918666363,0.81835437,null,null,19684
GO:0019915,lipid storage,4,3.97708312,0.031548824,0.938402923,0.40166942,0.279504294,-7.021041611,null
GO:0006887,exocytosis,4,4.725740166,0.176879638,0.921391547,0.86522439,null,null,30255
GO:0046938,phytochelatin biosynthetic process,4,3.142389466,0.004613413,0.826890308,0.62285284,null,null,30638
GO:0031179,peptide modification,4,3.823800154,0.022165668,0.881914666,0.42355825,7.024981833,3.592406629,null
GO:0044238,primary metabolic process,4,7.210955286,54.06311933,0.938628875,0.25761802,-2.405131378,-0.971149249,null
GO:0043683,type IV pilus assembly,4,3.710540448,0.017076612,0.945429216,0.96633133,null,null,44780
GO:0006683,galactosylceramide catabolic process,4,3.101059355,0.004194314,0.77992184,0.59226351,null,null,46168
GO:0046413,organomercury catabolic process,4,2.753583059,0.001882618,0.895910767,0.453158,1.712573356,3.510032554,null
GO:0009271,phage shock,4,2.882524538,0.00253455,0.950012391,0.7453774,null,null,51607
GO:0042545,cell wall modification,4,4.270049643,0.061940137,0.946178297,0.74720861,null,null,71555
GO:1901998,toxin transport,4,3.566437492,0.01225365,0.950901576,0.18725154,-2.49041562,-6.331064542,null
GO:0000272,polysaccharide catabolic process,3,5.169630356,0.491556291,0.799340989,0.84382056,null,null,5976
GO:0009246,enterobacterial common antigen biosynthetic process,3,3.305566314,0.006718885,0.814966357,0.58889779,null,null,5976
GO:0009247,glycolipid biosynthetic process,3,5.050963322,0.374029021,0.786655934,0.91016001,null,null,5976
GO:0016052,carbohydrate catabolic process,3,5.599383018,1.322293207,0.823506021,0.62049982,null,null,5976
GO:0030245,cellulose catabolic process,3,4.520693096,0.110312783,0.817966996,0.88553846,null,null,5976
GO:0016070,RNA metabolic process,3,6.609374432,13.53069692,0.766337655,0.56955197,null,null,6139
GO:0006269,"DNA replication, synthesis of RNA primer",3,4.584161545,0.127672121,0.774841672,0.78227907,null,null,6270
GO:0002098,tRNA wobble uridine modification,3,4.503695373,0.106078555,0.788807906,0.87845592,null,null,6418
GO:0006486,protein glycosylation,3,5.276259546,0.628352125,0.728252027,0.78730218,null,null,6694
GO:0006493,protein O-linked glycosylation,3,4.326356346,0.070515031,0.76886303,0.81736883,null,null,6694
GO:0016126,sterol biosynthetic process,3,4.411855306,0.085858703,0.79780312,0.90087178,null,null,6694
GO:0046488,phosphatidylinositol metabolic process,3,5.109700011,0.428195874,0.822509651,0.91449945,null,null,6694
GO:0015693,magnesium ion transport,3,4.592187865,0.130053666,0.920971116,0.596348,null,null,6812
GO:0009847,spore germination,3,4.239599752,0.057745823,0.981993248,0.50329712,null,null,7304
GO:0007606,sensory perception of chemical stimulus,3,5.141581453,0.460812402,0.995041073,0.45924514,-6.090501472,0.98648678,null
GO:0006231,dTMP biosynthetic process,3,4.121264305,0.043972109,0.724172043,0.84769994,null,null,9435
GO:0008615,pyridoxine biosynthetic process,3,4.34010686,0.072783486,0.739469957,0.8234671,null,null,9435
GO:0015937,coenzyme A biosynthetic process,3,4.688206182,0.162234464,0.702514498,0.73323088,null,null,9435
GO:0006370,7-methylguanosine mRNA capping,3,3.972711841,0.031232837,0.831143225,0.90564826,null,null,9452
GO:0019605,butyrate metabolic process,3,3.33304403,0.007157941,0.828639535,0.36692545,1.677462294,-0.770889141,null
GO:0009061,anaerobic respiration,3,3.954580163,0.029955584,0.922498079,0.65961784,null,null,19684
GO:0060271,cilium assembly,3,4.716520848,0.173164294,0.93396119,0.86690064,null,null,44780
GO:0051302,regulation of cell division,3,4.428992812,0.089314605,0.975874054,0.23626317,0.784131474,6.414094544,null
GO:0042742,defense response to bacterium,3,4.503286664,0.10597877,0.937256175,0.74790552,null,null,51607
GO:0006000,fructose metabolic process,2,3.900476371,0.026446463,0.8367063,0.69392861,null,null,5976
GO:0009250,glucan biosynthetic process,2,4.752102251,0.187949167,0.812020955,0.80019482,null,null,5976
GO:0006378,mRNA polyadenylation,2,4.091913047,0.041098289,0.829951353,0.69215744,null,null,6418
GO:0006432,phenylalanyl-tRNA aminoacylation,2,4.392468317,0.082110097,0.703650716,0.7772011,null,null,6418
GO:0006487,protein N-linked glycosylation,2,4.505584056,0.106540894,0.762160437,0.8456821,null,null,6694
GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,2,3.373463722,0.007856439,0.780222189,0.64252714,null,null,6694
GO:0036065,fucosylation,2,3.767749367,0.01948144,0.960871138,0.61564219,null,null,6694
GO:0050920,regulation of chemotaxis,2,4.026369812,0.03534067,0.971206048,0.75302789,null,null,6808
GO:0015886,heme transport,2,4.259617767,0.060469965,0.895176937,0.83440872,null,null,6812
GO:0098662,inorganic cation transmembrane transport,2,5.841229914,2.30767757,0.898605414,0.82547825,null,null,6812
GO:0000902,cell morphogenesis,2,4.884126704,0.254722245,0.989280813,0.58300222,null,null,7304
GO:0032264,IMP salvage,2,4.099438916,0.041816744,0.727993965,0.81289347,null,null,9435
GO:0009820,alkaloid metabolic process,2,3.723373567,0.017588844,0.910508259,0.10337687,3.844017946,-7.439586575,null
GO:0006897,endocytosis,2,5.007769108,0.338618501,0.933103195,0.8536883,null,null,15774
GO:0008645,hexose transmembrane transport,2,4.096284178,0.041514061,0.908181799,0.80410811,null,null,15774
GO:0006568,tryptophan metabolic process,2,4.954917554,0.299818603,0.738338268,0.91124413,null,null,19439
GO:0006914,autophagy,2,4.941874021,0.290947679,0.859409162,0.67646977,null,null,19439
GO:0009690,cytokinin metabolic process,2,4.274942566,0.062641961,0.83108455,0.64071454,null,null,30416
GO:0031145,anaphase-promoting complex-dependent catabolic process,2,3.96922948,0.030983373,0.820599932,0.45064073,7.016402744,2.647255855,null
GO:0090481,pyrimidine nucleotide-sugar transmembrane transport,2,3.984347258,0.032081013,0.908879603,0.71066787,null,null,34258
GO:0043462,regulation of ATP-dependent activity,2,3.98708503,0.03228391,0.979480953,0.19257906,3.018891502,6.984658675,null
GO:0006672,ceramide metabolic process,2,4.401176442,0.083773187,0.825761316,0.730424,null,null,46168
GO:0042546,cell wall biogenesis,2,5.363373146,0.767921994,0.930852522,0.90547158,null,null,71555
GO:0043107,type IV pilus-dependent motility,2,3.288249226,0.006456117,0.989421306,0.67784627,null,null,71973
GO:0001514,selenocysteine incorporation,1,3.65069598,0.014878006,0.77880349,0.42058991,5.766962729,1.282323939,null
GO:0032955,regulation of division septum assembly,1,3.612571954,0.013627362,0.971540723,0.63721233,null,null,1558
GO:0051495,positive regulation of cytoskeleton organization,1,3.91750551,0.027504188,0.968733793,0.64321704,null,null,1558
GO:0005985,sucrose metabolic process,1,3.904336792,0.026682622,0.906219371,0.79601952,null,null,5976
GO:0005986,sucrose biosynthetic process,1,3.260309946,0.006053649,0.870560532,0.72463848,null,null,5976
GO:0006031,chitin biosynthetic process,1,3.562173863,0.012133907,0.819099192,0.62737039,null,null,6051
GO:0009267,cellular response to starvation,1,4.315319465,0.068745503,0.928807381,0.84618407,null,null,6310
GO:0016573,histone acetylation,1,4.413433888,0.086171364,0.847997723,0.7869855,null,null,6310
GO:0034968,histone lysine methylation,1,4.400779677,0.083696685,0.838613427,0.75784194,null,null,6310
GO:0042262,DNA protection,1,3.461348434,0.009619315,0.819381403,0.73746661,null,null,6310
GO:0006361,transcription initiation at RNA polymerase I promoter,1,3.764773717,0.019348393,0.817507474,0.57242315,null,null,6384
GO:0000398,"mRNA splicing, via spliceosome",1,5.182759782,0.506643846,0.794613966,0.86850826,null,null,6418
GO:0001682,tRNA 5'-leader removal,1,4.298831252,0.066184344,0.816456596,0.59994843,null,null,6418
GO:0006425,glutaminyl-tRNA aminoacylation,1,3.792951708,0.020645604,0.729193065,0.69539859,null,null,6418
GO:0031167,rRNA methylation,1,5.002507313,0.334540604,0.736391932,0.87962816,null,null,6418
GO:0030908,protein splicing,1,3.870871895,0.024703544,0.855734125,0.76337385,null,null,6465
GO:0006103,2-oxoglutarate metabolic process,1,3.8080083,0.021374037,0.845211378,0.57516012,null,null,6537
GO:0019551,glutamate catabolic process to 2-oxoglutarate,1,3.64384731,0.014645174,0.7531691,0.80515133,null,null,6537
GO:0042398,cellular modified amino acid biosynthetic process,1,5.130176107,0.448868087,0.808402903,0.89034586,null,null,6694
GO:0006730,one-carbon metabolic process,1,5.018409207,0.347017108,0.841327862,0.21127928,1.782367055,0.244684434,null
GO:0032012,regulation of ARF protein signal transduction,1,4.273186532,0.062389172,0.969021022,0.77753067,null,null,6808
GO:0051056,regulation of small GTPase mediated signal transduction,1,4.613376635,0.136556349,0.967325715,0.61535996,null,null,6808
GO:0070588,calcium ion transmembrane transport,1,4.897654577,0.262781581,0.878340698,0.64140363,null,null,6812
GO:0007017,microtubule-based process,1,5.399998888,0.835493355,0.988625147,0.01100187,-4.928584676,4.064564168,null
GO:0007034,vacuolar transport,1,4.768193962,0.195043911,0.917940205,0.45727031,-1.5041319,-6.987766824,null
GO:0007205,protein kinase C-activating G protein-coupled receptor signaling pathway,1,3.958516103,0.03022833,0.936902513,0.39090425,-0.476974193,5.756850092,null
GO:0030435,sporulation resulting in formation of a cellular spore,1,4.470880698,0.09835849,0.989309132,0.74630001,null,null,7304
GO:0007275,multicellular organism development,1,5.56635145,1.225451456,0.986528466,0.74727169,null,null,7606
GO:0015711,organic anion transport,1,5.450792406,0.939153777,0.903020527,0.54427457,null,null,8643
GO:0006084,acetyl-CoA metabolic process,1,4.827847251,0.223762155,0.692377226,0.82216424,null,null,9435
GO:0015936,coenzyme A metabolic process,1,4.738423783,0.182121699,0.726347926,0.80140105,null,null,9435
GO:0042819,vitamin B6 biosynthetic process,1,4.563255573,0.121671691,0.745116389,0.96149035,null,null,9435
GO:0042823,pyridoxal phosphate biosynthetic process,1,4.428831051,0.089281343,0.704430123,0.97579455,null,null,9435
GO:0009611,response to wounding,1,4.554452816,0.119230274,0.950384891,0.48191891,-1.762802678,5.586630915,null
GO:0006729,tetrahydrobiopterin biosynthetic process,1,4.103837916,0.042242495,0.749376952,0.85424956,null,null,9712
GO:0018189,pyrroloquinoline quinone biosynthetic process,1,3.723619836,0.017598822,0.771595896,0.6123244,null,null,9712
GO:0019310,inositol catabolic process,1,3.951774508,0.029762665,0.805622627,0.9117568,null,null,9712
GO:0035435,phosphate ion transmembrane transport,1,4.514892926,0.108849264,0.910142281,0.76340138,null,null,15703
GO:0003333,amino acid transmembrane transport,1,4.996191963,0.329710989,0.883134132,0.87535371,null,null,15833
GO:0015740,C4-dicarboxylate transport,1,3.98788961,0.032343781,0.911227286,0.866379,null,null,15833
GO:0015743,malate transport,1,3.816440168,0.021793136,0.913431987,0.89978867,null,null,15833
GO:0015888,thiamine transport,1,3.668851648,0.015513307,0.922761793,0.77246935,null,null,15833
GO:0043213,bacteriocin transport,1,3.688775655,0.01624174,0.919266601,0.76401682,null,null,15833
GO:0046411,2-keto-3-deoxygluconate transmembrane transport,1,2.88592634,0.002554507,0.910357568,0.60393088,null,null,15833
GO:0046907,intracellular transport,1,5.787447013,2.038882254,0.899589565,0.90753024,null,null,15833
GO:0006784,heme A biosynthetic process,1,3.934750875,0.028618459,0.806918693,0.66882349,null,null,15995
GO:0017009,protein-phycocyanobilin linkage,1,3.175511813,0.004979293,0.878753138,0.34752155,8.223769343,2.709008568,null
GO:0019236,response to pheromone,1,3.879841056,0.025219102,0.960516242,0.44885042,-2.22223355,4.997664279,null
GO:0019645,anaerobic electron transport chain,1,3.155943018,0.004759765,0.928533332,0.87298584,null,null,19684
GO:0016598,protein arginylation,1,3.727785174,0.017768457,0.809306095,0.57477415,null,null,31145
GO:0006862,nucleotide transport,1,4.25002945,0.059149472,0.9147519,0.72130166,null,null,34258
GO:0034975,protein folding in endoplasmic reticulum,1,3.569490954,0.01234013,0.991835789,0.00746187,-6.219440872,-1.803248337,null
GO:0042549,photosystem II stabilization,1,3.131618664,0.004500323,0.976551909,0.18472085,2.527091103,6.570288999,null
GO:0043709,cell adhesion involved in single-species biofilm formation,1,2.7355989,0.001806116,0.984332518,0.91205662,null,null,44010
GO:0043461,proton-transporting ATP synthase complex assembly,1,3.68645751,0.01615526,0.949632659,0.56068414,null,null,44780
GO:0009636,response to toxic substance,1,5.471203669,0.984346594,0.947997732,0.60281768,null,null,46677
GO:0090529,cell septum assembly,1,4.580080644,0.126478022,0.941449597,0.61960183,null,null,51304
GO:0009411,response to UV,1,4.065056603,0.038633589,0.962382098,0.77135436,null,null,51607
GO:0050832,defense response to fungus,1,4.356637647,0.075607414,0.938723418,0.72939803,null,null,51607
GO:0051715,cytolysis in another organism,1,2.936010796,0.002867168,0.982200913,0.53534357,null,null,51607
GO:0071468,cellular response to acidic pH,1,2.940018155,0.002893777,0.959622135,0.54443707,null,null,51607
GO:0006996,organelle organization,1,6.027496387,3.54357656,0.937051574,0.58211709,null,null,71555
GO:0044038,cell wall macromolecule biosynthetic process,1,5.325353491,0.703553745,0.801302378,0.89730472,null,null,71555
GO:0045493,xylan catabolic process,1,4.350674348,0.074576298,0.811112622,0.90991559,null,null,71555
GO:0006368,transcription elongation by RNA polymerase II,1,4.493095407,0.103520722,0.794254529,0.93618141,null,null,140673
